,name,rating,review,salaries,interviews,jobs,ctype_and_location
19536,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19537,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19538,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19539,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19540,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19541,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19542,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19543,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19544,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19545,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19546,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19547,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19548,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19549,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19550,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19551,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19552,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19553,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19554,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19555,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19556,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19557,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19558,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19559,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19560,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19561,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19562,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19563,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19564,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19565,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19566,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19567,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19568,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19569,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19570,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19571,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19572,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19573,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19574,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19575,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19576,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19577,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19578,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19579,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19580,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19581,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19582,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19583,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19584,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19585,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19586,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19587,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19588,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19589,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19590,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19591,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19592,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19593,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19594,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19595,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19596,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19597,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19598,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19599,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19600,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19601,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19602,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19603,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19604,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19605,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19606,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19607,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19608,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19609,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19610,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19611,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19612,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19613,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19614,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19615,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19616,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19617,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19618,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19619,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19620,Jindal Poly Films,3.6,(578),578,2.4k,39,Packaging | Nashik +19 other locations
19621,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19622,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19623,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19624,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19625,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19626,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19627,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19628,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19629,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19630,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19631,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19632,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19633,Jindal Poly Films,3.6,(578),578,2.4k,39,Packaging | Nashik +19 other locations
19634,FNP,3.7,(578),578,2.4k,70,Retail | New Delhi +19 other locations
19635,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19636,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19637,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19638,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19639,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19640,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19641,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19642,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19643,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19644,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19645,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19646,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19647,Jindal Poly Films,3.6,(578),578,2.4k,39,Packaging | Nashik +19 other locations
19648,FNP,3.7,(578),578,2.4k,70,Retail | New Delhi +19 other locations
19649,Quest Retail Private Limited,4.1,(578),578,919,15,Retail | Gurugram +64 other locations
19650,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19651,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19652,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19653,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19654,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19655,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19656,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19657,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19658,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19659,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19660,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19661,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19662,Jindal Poly Films,3.6,(578),578,2.4k,39,Packaging | Nashik +19 other locations
19663,FNP,3.7,(578),578,2.4k,70,Retail | New Delhi +19 other locations
19664,Quest Retail Private Limited,4.1,(578),578,919,15,Retail | Gurugram +64 other locations
19665,Capital Numbers Infotech,4.2,(577),577,1.2k,46,IT Services & Consulting | Kolkata +9 other locations
19666,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19667,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19668,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19669,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19670,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19671,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19672,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19673,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19674,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19675,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19676,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19677,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19678,Jindal Poly Films,3.6,(578),578,2.4k,39,Packaging | Nashik +19 other locations
19679,FNP,3.7,(578),578,2.4k,70,Retail | New Delhi +19 other locations
19680,Quest Retail Private Limited,4.1,(578),578,919,15,Retail | Gurugram +64 other locations
19681,Capital Numbers Infotech,4.2,(577),577,1.2k,46,IT Services & Consulting | Kolkata +9 other locations
19682,Micromax Informatics,3.9,(577),577,1.3k,22,Consumer Electronics & Appliances | New Delhi +119 other locations
19683,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19684,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19685,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19686,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19687,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19688,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19689,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19690,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19691,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19692,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19693,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19694,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19695,Jindal Poly Films,3.6,(578),578,2.4k,39,Packaging | Nashik +19 other locations
19696,FNP,3.7,(578),578,2.4k,70,Retail | New Delhi +19 other locations
19697,Quest Retail Private Limited,4.1,(578),578,919,15,Retail | Gurugram +64 other locations
19698,Capital Numbers Infotech,4.2,(577),577,1.2k,46,IT Services & Consulting | Kolkata +9 other locations
19699,Micromax Informatics,3.9,(577),577,1.3k,22,Consumer Electronics & Appliances | New Delhi +119 other locations
19700,Hettich,3.7,(577),577,2.4k,43,Furniture & Furnishing | Mumbai +45 other locations
19701,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19702,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19703,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19704,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19705,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19706,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19707,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19708,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19709,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19710,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19711,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19712,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19713,Jindal Poly Films,3.6,(578),578,2.4k,39,Packaging | Nashik +19 other locations
19714,FNP,3.7,(578),578,2.4k,70,Retail | New Delhi +19 other locations
19715,Quest Retail Private Limited,4.1,(578),578,919,15,Retail | Gurugram +64 other locations
19716,Capital Numbers Infotech,4.2,(577),577,1.2k,46,IT Services & Consulting | Kolkata +9 other locations
19717,Micromax Informatics,3.9,(577),577,1.3k,22,Consumer Electronics & Appliances | New Delhi +119 other locations
19718,Hettich,3.7,(577),577,2.4k,43,Furniture & Furnishing | Mumbai +45 other locations
19719,GAMMON INDIA,3.7,(577),577,1.1k,31,Engineering & Construction | Mumbai +72 other locations
19720,BEML,3.7,(582),582,1.7k,29,Industrial Machinery | Bengaluru +36 other locations
19721,Perficient,3.8,(582),582,4.4k,48,IT Services & Consulting | Chennai +11 other locations
19722,HashedIn by Deloitte,4.0,(581),581,5.6k,143,IT Services & Consulting | Bengaluru +16 other locations
19723,Maharashtra State Electricity Distribution Company,4.2,(581),581,1.2k,24,Power | Pune +91 other locations
19724,The Saraswat Co-operative Bank,3.2,(581),581,3k,26,Banking | Mumbai +35 other locations
19725,Hilton,4.1,(581),581,1.5k,28,Hospitality | Bengaluru +40 other locations
19726,Colt Technology Services,4.2,(580),580,3.2k,25,Hardware & Networking | Gurugram +13 other locations
19727,Pamac Finserve,3.2,(579),579,1.6k,31,BPO | Mumbai +59 other locations
19728,Jubilant Generics,4.0,(579),579,2.3k,20,Pharma | Roorkee +24 other locations
19729,Gandhi Automations,4.0,(579),579,1.3k,40,Industrial Machinery | Mumbai +24 other locations
19730,Apitoria Pharma,4.2,(579),579,800,39,Pharma | Hyderabad +12 other locations
19731,PTC,4.2,(578),578,4k,69,Software Product | Pune +40 other locations
19732,Jindal Poly Films,3.6,(578),578,2.4k,39,Packaging | Nashik +19 other locations
19733,FNP,3.7,(578),578,2.4k,70,Retail | New Delhi +19 other locations
19734,Quest Retail Private Limited,4.1,(578),578,919,15,Retail | Gurugram +64 other locations
19735,Capital Numbers Infotech,4.2,(577),577,1.2k,46,IT Services & Consulting | Kolkata +9 other locations
19736,Micromax Informatics,3.9,(577),577,1.3k,22,Consumer Electronics & Appliances | New Delhi +119 other locations
19737,Hettich,3.7,(577),577,2.4k,43,Furniture & Furnishing | Mumbai +45 other locations
19738,GAMMON INDIA,3.7,(577),577,1.1k,31,Engineering & Construction | Mumbai +72 other locations
19739,Allianz Services,4.1,(576),576,2.4k,33,Insurance | Thiruvananthapuram +13 other locations
19740,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19741,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19742,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19743,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19744,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19745,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19746,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19747,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19748,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19749,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19750,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19751,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19752,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19753,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19754,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19755,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19756,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19757,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19758,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19759,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19760,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19761,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19762,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19763,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19764,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19765,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19766,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19767,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19768,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19769,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19770,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19771,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19772,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19773,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19774,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19775,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19776,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19777,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19778,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19779,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19780,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19781,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19782,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19783,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19784,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19785,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19786,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19787,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19788,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19789,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19790,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19791,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19792,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19793,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19794,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19795,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19796,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19797,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19798,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19799,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19800,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19801,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19802,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19803,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19804,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19805,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19806,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19807,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19808,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19809,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19810,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19811,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19812,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19813,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19814,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19815,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19816,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19817,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19818,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19819,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19820,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19821,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19822,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19823,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19824,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19825,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19826,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19827,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19828,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19829,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19830,Axiscades,3.1,(572),572,3.8k,62,IT Services & Consulting | Bengaluru +13 other locations
19831,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19832,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19833,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19834,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19835,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19836,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
